fact_id,brand,fact_type,product,client_safe_text,risk_level,freshness_status,valid_from,valid_until,bot_template_required,usage_mode,refresh_before_launch
fact:v3:unpk:r4_1_owner_2026_06_12_unpk_regular_group_size:6b1fb955c5,unpk,format,regular_courses_2026_27,"Очные группы — от 3 до 12 человек, обычно 7-8. Онлайн-группы — 10-20 человек, обычно 12-15.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_owner_2026_06_11_unpk_lesson_duration_by_format:6f972a4eba,unpk,format,regular_courses_2026_27,Длительность зависит от формата: в выходных группах 5–11 классов — 1 занятие в неделю по 3 ак.ч.; в группах 1–4 классов — 1 занятие в неделю по 2 ак.ч.; часть онлайн-курсов идёт 2 раза в неделю по 2 ак.ч.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_owner_2026_06_11_unpk_small_groups_personal_attention:bce829cbf8,unpk,format,regular_courses_2026_27,Регулярные курсы проходят в небольших группах; преподаватель уделяет персональное внимание каждому ученику.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:intensives_2026_oge_intensive_available_in_unpk:837729af45,unpk,intensive,intensives_2026,УНПК: этот интенсив в текущем бренде не проводится.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:intensives_2026_oge_intensive_bot_behavior_when_asked:730f4987a8,unpk,intensive,intensives_2026,УНПК: по вопросу об интенсиве менеджер подберёт подходящие варианты и свяжется в течение рабочего дня.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:locations_unpk_addresses_1_address:0e2c490a04,unpk,location,locations_unpk,"УНПК: адрес и место занятий — Сретенка, 20.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:locations_unpk_addresses_1_city:175057a8f6,unpk,location,locations_unpk,УНПК: адрес и место занятий — Москва.,low,document_verified,,2026-12-31,True,manager_review_required,False
fact:v3:unpk:locations_unpk_addresses_1_metro:454c8bd358,unpk,location,locations_unpk,УНПК: адрес и место занятий — Чистые Пруды.,low,document_verified,,2026-12-31,True,manager_review_required,False
fact:v3:unpk:locations_unpk_addresses_2_address:f2bc039e1c,unpk,location,locations_unpk,"УНПК: адрес и место занятий — Институтский пер., 9 (МФТИ).",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:locations_unpk_addresses_2_city:c6451d2c49,unpk,location,locations_unpk,УНПК: адрес и место занятий — Долгопрудный.,low,document_verified,,2026-12-31,True,manager_review_required,False
fact:v3:unpk:locations_unpk_addresses_3_address:f09ec36ead,unpk,location,locations_unpk,"УНПК: адрес и место занятий — Проспект Пацаева, 7к1.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:locations_unpk_addresses_3_city:591c6798d8,unpk,location,locations_unpk,УНПК: адрес и место занятий — Долгопрудный.,low,document_verified,,2026-12-31,True,manager_review_required,False
fact:v3:unpk:locations_unpk_addresses_4_address:23ccf26102,unpk,location,locations_unpk,"УНПК: адрес и место занятий — Льяловское шоссе, 1, посёлок Красный Воин.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:locations_unpk_addresses_4_city:4d329e32db,unpk,location,locations_unpk,УНПК: адрес и место занятий — Менделеево (ЛВШ).,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:locations_unpk_online_trial_fragment_available:f4bff46c12,unpk,location,locations_unpk,"УНПК: адрес и место занятий, онлайн — да.",low,document_verified,,2026-12-31,True,manager_review_required,False
fact:v3:unpk:locations_unpk_online_trial_fragment_client_safe_text:c008179323,unpk,location,locations_unpk,По онлайн-формату можем прислать вам фрагмент занятия — посмотреть подачу и уровень.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:r4_owner_2026_06_11_unpk_moscow_regular_address:4e3213ebc7,unpk,location,regular_courses_2026_27,"В Москве у УНПК есть действующие адреса: Сретенка, 20 и Верхняя Красносельская, 30. Конкретную группу подберём по расписанию.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:owner_2026_08_13_unpk_lvsh_2027_deposit:94a233109f,unpk,payment,lvsh_2027,УНПК МФТИ: невозвратный взнос для ЛВШ 2027 — 15 000 руб.,low,document_verified,2026-08-13,2027-07-27,False,manager_review_required,True
fact:v3:unpk:brand_rules_approved_brand_relationship_answer_unpk:7477839d25,unpk,policy,brand_relationship,"Это отдельные организации, по вашему вопросу сориентирую в рамках текущего учебного центра.",medium,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_1_owner_2026_06_12_unpk_funds_transfer_and_makeup:6018dece65,unpk,policy,payment_and_attendance,"Оплаченные средства не сгорают: остаток переносится на следующий период, год или смену. Пропущенное по справке занятие можно перенести или вернуть за него деньги. Перенос между предметами или форматами — по согласованию с менеджером.",medium,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:r4_1_owner_2026_06_12_unpk_university_target_and_open_days:dca9448cb5,unpk,policy,university_information,"Информацию о целевом обучении и днях открытых дверей рекомендуем посмотреть на сайте вуза, в который вы хотите поступать.",medium,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:tg_unpk_verified_2026_05_21_client_safe_facts_refund_post_payment_client_safe_text:9a46961c44,unpk,policy,tg_unpk_verified_2026_05_21,"По возврату после оплаты нужен расчёт менеджера: он проверит курс, период, оплату и условия договора и назовёт точную сумму.",medium,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:tg_unpk_verified_2026_05_21_client_safe_facts_refund_presale_policy_client_safe_text:ceb8d97d5b,unpk,policy,tg_unpk_verified_2026_05_21,"Если клиент заранее спрашивает про возврат до оплаты, можно спокойно ответить, что при досрочном отказе возвращается остаток неистраченных средств; можно не переживать. Конкретный порядок оформления менеджер подтвердит по выбранному курсу и договору.",medium,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:owner_2026_08_13_unpk_lvsh_2027_current_price:6a02007f2d,unpk,price,lvsh_2027,УНПК МФТИ: текущая цена ЛВШ 2027 — 99 750 руб.; полная цена — 133 000 руб.,low,document_verified,2026-08-13,2027-07-27,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_offline_1_4_semester:13eb44e7c8,unpk,price,regular_courses_2026_27,"УНПК МФТИ: очные курсы для 1-4 классов после 15 августа, первый семестр — 35 500 руб.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_offline_1_4_year:3e2ec87600,unpk,price,regular_courses_2026_27,"УНПК МФТИ: очные курсы для 1-4 классов после 15 августа, год — 59 900 руб.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_offline_5_11_month_10900:d5b8f827b6,unpk,price,regular_courses_2026_27,"УНПК МФТИ: очные курсы для 5-11 классов после 15 августа, месяц — 10 900 руб.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_offline_5_11_month_new_student:d75ccea47a,unpk,price,regular_courses_2026_27,УНПК МФТИ: первый месяц очных курсов для нового ученика 5-11 классов после 15 августа — 9 900 руб.,low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_offline_5_11_semester_36900:858803f600,unpk,price,regular_courses_2026_27,"УНПК МФТИ: очные курсы для 5-11 классов после 15 августа, второй семестр — 36 900 руб.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_offline_5_11_semester_49000:400f022f42,unpk,price,regular_courses_2026_27,"УНПК МФТИ: очные курсы для 5-11 классов после 15 августа, первый семестр — 49 000 руб.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_offline_5_11_year_82000:351e664af2,unpk,price,regular_courses_2026_27,"УНПК МФТИ: очные курсы для 5-11 классов после 15 августа, год — 82 000 руб.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_online_weekday_9_11_semester:e8a6f9889e,unpk,price,regular_courses_2026_27,"УНПК МФТИ: онлайн-курсы по будням для 9 и 11 классов, семестр — 41 800 руб.; математика, физика и информатика, два раза в неделю по два академических часа.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_online_weekday_9_11_year:105c60dccb,unpk,price,regular_courses_2026_27,"УНПК МФТИ: онлайн-курсы по будням для 9 и 11 классов, год — 69 900 руб.; математика, физика и информатика, два раза в неделю по два академических часа.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_online_weekend_5_11_semester:2856f28042,unpk,price,regular_courses_2026_27,"УНПК МФТИ: онлайн-курсы выходного дня для 5-11 классов, семестр — 37 000 руб.; предметы: математика, физика и информатика.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_regular_online_weekend_5_11_year:45e6d97c33,unpk,price,regular_courses_2026_27,"УНПК МФТИ: онлайн-курсы выходного дня для 5-11 классов, год — 59 000 руб.; предметы: математика, физика и информатика.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_zvsh_2027_current_price:175fceb271,unpk,price,zvsh_2027,УНПК МФТИ: текущая цена ЗВШ 2027 — 93 600 руб.; полная цена — 117 000 руб. Эта цена действует до отдельного обновления владельца.,low,document_verified,2026-08-13,2027-01-10,False,answer_source,True
fact:v3:unpk:owner_2026_08_13_unpk_trial_offline:bd0599d420,unpk,process,regular_courses_2026_27,"УНПК МФТИ: на площадках Пацаева и МФТИ доступно одно бесплатное пробное занятие по предмету, где есть место; нужна предварительная запись. Наличие места подтверждается отдельно.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_absences_materials:6c4f4e2b2e,unpk,process,customer_processes_2026_06_10,"Если занятие пропущено, предупредите нас заранее. Онлайн-записи и материалы помогают нагнать тему; по очным занятиям материалы можно уточнить в чате группы или у администратора.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_after_payment_access:aa5b64b741,unpk,process,customer_processes_2026_06_10,"После оплаты пришлите чек или квитанцию в чат или на почту. После подтверждения оплаты для онлайн-занятий на почту придёт приглашение на учебную платформу и инструкция по подключению; с лета 2026 новые онлайн-занятия проходят на SohoLMS, а курсы, начавшиеся до лета 2026, завершаются в MTS-Link. Для очных занятий пришлём информацию о центре, группе и расписании.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_completion_certificate:480f902e4b,unpk,process,customer_processes_2026_06_10,"По итогам курса можно получить документ о прохождении обучения. Формат и срок выдачи зависят от программы; менеджер подскажет, как получить документ.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_document_correction:a4f1f09bd6,unpk,process,customer_processes_2026_06_10,"Если в договоре, квитанции или письме ошибка, напишите, что именно нужно исправить. Менеджер подготовит корректный документ и пришлёт его на почту.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_enrollment_signup_steps:d26ad89fe6,unpk,process,customer_processes_2026_06_10,"Для записи пришлите ФИО ученика и класс, ФИО родителя, почту для связи и выбранное направление. После записи на почту придут подтверждение, договорные документы и способ оплаты.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_freeze_or_transfer:febb7b6c95,unpk,process,customer_processes_2026_06_10,"При личных обстоятельствах можно обсудить перенос обучения, смену группы или более гибкий график. Точные условия зависят от курса и ситуации, их подтвердит менеджер.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_group_level_transfer:91e2df962b,unpk,process,customer_processes_2026_06_10,"Если ребёнку слишком легко или сложно, можно обсудить перевод в другую группу по уровню. Обычно учитываются рекомендация преподавателя и пожелания семьи.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_homework_feedback:403a480076,unpk,process,customer_processes_2026_06_10,Домашние задания проверяются. Обратную связь по успеваемости можно запросить: менеджер передаст вопрос преподавателю или куратору.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:processes_2026_06_10_unpk_marketing_codes_absent:522291072f,unpk,process,customer_processes_2026_06_10,Промокодов сейчас нет. Из реальных выгод: при оплате за семестр или за год выходит выгоднее — это уже учтено в прайсе.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_online_access_platform:0beef2382f,unpk,process,customer_processes_2026_06_10,"Для онлайн-занятий доступ приходит на почту: приглашение, ссылка на платформу и инструкция по подключению. С лета 2026 новые онлайн-занятия проходят на SohoLMS; курсы, начавшиеся до лета 2026, завершаются в MTS-Link. Для очных занятий пришлём информацию о центре, группе и расписании.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_parent_feedback:7f2f38a329,unpk,process,customer_processes_2026_06_10,Родитель может запросить обратную связь по занятиям и прогрессу. Менеджер передаст запрос преподавателю или куратору и вернётся с ответом.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:processes_2026_06_10_unpk_payment_confirmation_receipt:c26ed00429,unpk,process,customer_processes_2026_06_10,"После оплаты пришлите чек или квитанцию. Если платёж был, но доступ не пришёл, менеджер проверит оплату по ФИО ученика и выбранному курсу.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:processes_2026_06_10_unpk_payment_general:ee9818e3b6,unpk,process,customer_processes_2026_06_10,"Оплатить можно по QR-коду, квитанции или ссылке на оплату. Если нужно оплатить бизнес-картой, можем прислать ссылку через эквайринг Альфа-Банка.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_payment_semester_year_price:41cb9bd31d,unpk,process,customer_processes_2026_06_10,При оплате за семестр или за год выходит выгоднее — это уже учтено в прайсе.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_personal_cabinet:0bf55d3aa9,unpk,process,customer_processes_2026_06_10,"В личном кабинете учебной платформы доступны занятия, материалы и записи онлайн-уроков. С лета 2026 новые онлайн-занятия проходят на SohoLMS; курсы, начавшиеся до лета 2026, завершаются в MTS-Link. Если пароль забыт, его восстанавливают через форму восстановления.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_recordings_materials:48077d5e6b,unpk,process,customer_processes_2026_06_10,"Записи онлайн-занятий сохраняются в личном кабинете для пересмотра. Домашние задания и материалы доступны на платформе или в чате группы, в зависимости от формата курса.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_refund_process_manager_check:ea36c8eba2,unpk,process,customer_processes_2026_06_10,До оплаты можно спокойно уточнить порядок возврата: при досрочном отказе возвращается остаток неистраченных средств. После оплаты точную сумму и документы проверяет менеджер.,low,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:processes_2026_06_10_unpk_schedule_final:e6489498f4,unpk,process,customer_processes_2026_06_10,"Финальное расписание уже есть. Напишите класс, предмет, формат и удобное время — подберём группу и пришлём актуальные варианты.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_schedule_reason:588b7a21e2,unpk,process,customer_processes_2026_06_10,"Точные слоты пришлём после распределения по уровню группы. Стараемся учитывать класс, формат и пожелания по времени.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_teacher_change:87763fa6b9,unpk,process,customer_processes_2026_06_10,"Если преподаватель или группа не подошли, можно обсудить другую группу или другого преподавателя. Методика и программа сохраняются, а переход согласуют по уровню и расписанию.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_technical_problem:c308ec5763,unpk,process,customer_processes_2026_06_10,"Если письмо, квитанция или ссылка не пришли, проверьте папку «Спам» и напишите нам. Менеджер проверит группу и отправит актуальную ссылку или письмо повторно.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:processes_2026_06_10_unpk_testing_intro:5554a141f4,unpk,process,customer_processes_2026_06_10,Вступительное тестирование помогает подобрать подходящую группу по уровню. Обычно ребёнок проходит тест и заполняет анкету до старта занятий.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_testing_results:e06c86c431,unpk,process,customer_processes_2026_06_10,Результаты тестирования используют для распределения по уровню и группе. Итоговое распределение сообщит менеджер.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:processes_2026_06_10_unpk_waitlist_when_no_places:a21289187a,unpk,process,customer_processes_2026_06_10,"Если подходящей группы, времени или места сейчас нет, можно записаться в лист ожидания. Укажем приоритетные предметы и формат, а менеджер подскажет ближайшую альтернативу.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_1_owner_2026_06_12_unpk_acquaintance_mechanics:1afff099be,unpk,process,trial_and_acquaintance,"Для знакомства с форматом можно посмотреть фрагмент онлайн-занятия. Первые занятия можно использовать, чтобы понять, подходит ли курс. При сомнениях можно бесплатно посетить пробное занятие в другой группе — по согласованию с менеджером. Постоянного бесплатного формата нет.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_1_owner_2026_06_12_unpk_midyear_entry_payment_and_records:b8dec39b1f,unpk,process,regular_courses_2026_27,Присоединиться можно в течение года. Оплата по семестрам: при записи до конца календарного 2026 года — полная стоимость; с января — 50% полной стоимости курса. Пройденный материал доступен в записях. Заявление на перерасчёт не требуется.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_1_owner_2026_06_12_unpk_organization_payment_invoice:43b7ca65d9,unpk,process,payment_methods,Можно оплатить от организации: выставим счёт. Понадобится заключить договор и прислать карточку организации. Две квитанции на два предмета — можно.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_owner_2026_06_11_unpk_center_visit_by_appointment:aaf24d3fdd,unpk,process,contacts_and_visits,Визит в центр УНПК организуем по предварительной записи: подберём время и сотрудника филиала для встречи.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_owner_2026_06_11_unpk_midyear_new_student_curator_support:016a1780a9,unpk,process,regular_courses_2026_27,"Куратор следит, чтобы ученики комфортно и успешно осваивали программу — и в очных филиалах, и в онлайн-группах.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_owner_2026_06_11_unpk_online_platform_transition:8118eea07c,unpk,process,online_platform_2026,"С лета 2026 онлайн-занятия проходят на платформе SohoLMS. Курсы, начавшиеся до лета 2026, завершаются в MTS-Link.",low,document_verified,,2027-08-31,False,answer_source,False
fact:v3:unpk:kb_v6_5_client_safe_facts_2026_06_03_lesson_format_client_safe_text:e89f40207f,unpk,program,kb_v6_5_client_safe_facts_2026_06_03,"Занятия проходят в формате семинара: теория и практика вместе. Преподаватель в мини-группе разбирает задачи с учениками, есть интерактив с вопросами. Бывает этап индивидуальной работы: пока все решают свои задания, преподаватель подходит к каждому на несколько минут.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:kb_v6_6_client_safe_facts_2026_06_08_attendance_makeup_other_group_client_safe_text:41a7172fdc,unpk,program,kb_v6_6_client_safe_facts_2026_06_08,"УНПК МФТИ: пропущенное занятие можно отработать в другой группе, подходящей по времени и уровню; тема занятия может отличаться. Справка для отработки не обязательна.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:kb_v6_6_client_safe_facts_2026_06_08_attendance_online_instead_offline_exception_2026_27_client_safe_text:b53a77a5ca,unpk,program,kb_v6_6_client_safe_facts_2026_06_08,УНПК МФТИ: подключиться к онлайн-занятию вместо очного нельзя; исключение — пропуск 4 и более занятий подряд по болезни.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:kb_v6_6_client_safe_facts_2026_06_08_homework_check_always_checked_client_safe_text:f7ff4c98c7,unpk,program,kb_v6_6_client_safe_facts_2026_06_08,УНПК МФТИ: домашние задания всегда проверяются.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:kb_v6_6_client_safe_facts_2026_06_08_materials_handouts_default_client_safe_text:4e864a630b,unpk,program,kb_v6_6_client_safe_facts_2026_06_08,"УНПК МФТИ: раздаточных конспектов по умолчанию нет: есть чат с преподавателем для домашних заданий и материалов, на части курсов — методички.",low,document_verified,,2026-12-31,True,manager_review_required,False
fact:v3:unpk:kb_v6_6_client_safe_facts_2026_06_08_offline_courses_seminar_format_client_safe_text:5c5b5d4074,unpk,program,kb_v6_6_client_safe_facts_2026_06_08,"УНПК МФТИ: очные занятия проходят в семинарском формате — теория и практика вместе, разбор задач у доски, самостоятельная работа.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:kb_v6_6_client_safe_facts_2026_06_08_offline_groups_levels_client_safe_text:e00a11fe33,unpk,program,kb_v6_6_client_safe_facts_2026_06_08,"УНПК МФТИ: очные группы делятся по уровням: базовый, продвинутый и олимпиадный. Разница — в темпе, сложности задач и времени на повторение.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:kb_v6_6_client_safe_facts_2026_06_08_offline_phys_tech_level_default_client_safe_text:647fb1f19d,unpk,program,kb_v6_6_client_safe_facts_2026_06_08,УНПК МФТИ: очная подготовка к Физтеху отдельных уровней не имеет — это олимпиадный уровень по умолчанию.,low,document_verified,,2026-12-31,True,manager_review_required,False
fact:v3:unpk:objection_responses_brand_link_question_approved_response:79a75f23b7,unpk,program,objection_responses,"Это отдельные организации, по вашему вопросу сориентирую в рамках текущего учебного центра.",low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:objection_responses_brand_link_question_followup_phrase:5e3e24cc15,unpk,program,objection_responses,"Я могу подсказать только про УНПК МФТИ и, к сожалению, не владею информацией про другие организации.",low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:objection_responses_inconvenient_time_1:9cd9dc51e7,unpk,program,objection_responses,Разные слоты по выходным.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:objection_responses_inconvenient_time_2:5f3c03ee19,unpk,program,objection_responses,Онлайн с записью.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:objection_responses_is_it_bot:6198721f74,unpk,program,objection_responses,"Я помощник менеджера, помогу с вопросом или передам коллеге.",low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:objection_responses_too_expensive_course_1:672a55b4e2,unpk,program,objection_responses,20% на 2-й и последующие предметы.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:objection_responses_too_expensive_course_2:3344c75d00,unpk,program,objection_responses,Многодетным 10%.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:objection_responses_too_expensive_course_3:f09a084d41,unpk,program,objection_responses,Сотрудникам МФТИ 10%.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:objection_responses_too_expensive_course_4:16034fc9a4,unpk,program,objection_responses,Семестр/год скидки 10-14%.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:online_platform_levels_1:453b1c3376,unpk,program,online_platform,УНПК: на онлайн-платформе есть уровень обучения: базовый.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:online_platform_levels_2:1752fbd5ad,unpk,program,online_platform,УНПК: на онлайн-платформе есть уровень обучения: продвинутый.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:online_platform_levels_3:d4796d8d2a,unpk,program,online_platform,УНПК: на онлайн-платформе есть уровень обучения: олимпиадный.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:online_platform_offline_group_size:2699de13fd,unpk,program,online_platform,"УНПК: онлайн-платформа, очно — 6-12 человек.",low,document_verified,,2027-08-31,True,manager_review_required,False
fact:v3:unpk:online_platform_recording:5ff73de076,unpk,program,online_platform,УНПК: на онлайн-платформе доступны записи занятий.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:owner_2026_08_13_unpk_regular_offline_10_11_chemistry_not_offered:98d1915c2d,unpk,program,regular_courses_2026_27,УНПК МФТИ: на очных курсах для 10-11 классов химии нет.,low,document_verified,2026-08-13,2027-05-31,False,answer_source,False
fact:v3:unpk:owner_2026_08_13_unpk_regular_online_weekend_subjects:9d69bac286,unpk,program,regular_courses_2026_27,"УНПК МФТИ: на онлайн-курсах выходного дня для 5-11 классов есть математика, физика и информатика.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,False
fact:v3:unpk:owner_2026_08_13_unpk_summer_schools_2026_enrollment_closed:8b8eeabbc0,unpk,program,summer_schools_2026,УНПК МФТИ: набор на летние школы 2026 года завершён.,low,document_verified,2026-08-13,2027-05-31,False,answer_source,False
fact:v3:unpk:r4_1_owner_2026_06_12_unpk_author_program_not_single_textbook:c440b2614e,unpk,program,regular_courses_2026_27,"Занятия идут по авторской сборной программе центра, а не по одному школьному учебнику. При необходимости преподаватель порекомендует дополнительные пособия.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:r4_1_owner_2026_06_12_unpk_individual_lessons_request:c09c410d70,unpk,program,individual_lessons,Индивидуальные занятия возможны по запросу — детали и стоимость подскажет менеджер.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:r4_owner_2026_06_11_unpk_subject_lineup_2026_27:223d1f65ba,unpk,program,regular_courses_2026_27,"По предметам доступны математика, физика и информатика (включая программирование). С учебного года 2026/27 добавляется курс искусственного интеллекта.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:results_social_proof_ege_avg_above_country_pts:ab973898b2,unpk,program,results_social_proof,УНПК: средний результат ЕГЭ у учеников выше среднего по стране на 25 баллов.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:results_social_proof_oge_grade_5_pct:e479f7ed4d,unpk,program,results_social_proof,УНПК: по текущим данным 92% учеников получили оценку 5 на ОГЭ.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:results_social_proof_olymp_fiztech_2024_winners:c7c72fa260,unpk,program,results_social_proof,УНПК: в 2024 году указано 14 победителей и призёров олимпиады «Физтех».,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:results_social_proof_total_alumni:8c9b661c85,unpk,program,results_social_proof,УНПК: по текущим данным через обучение прошло более 100 000 учеников.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:results_social_proof_university_admission_pct:6d2b6a0020,unpk,program,results_social_proof,УНПК: по текущим данным 97% выпускников поступили в вузы.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:unpk:team_answers_q15_unpk_online_other_classes_manager_handoff:fdd239779d,unpk,program,regular_online_courses_2026_27,Вне двух подтверждённых онлайн-тарифов УНПК точные условия проверяет менеджер.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:tg_unpk_verified_2026_05_21_client_facts_first_offline_day_client_safe_text:4c602ec1b0,unpk,program,tg_unpk_verified_2026_05_21,В первый день очных занятий в корпусе МФТИ внизу встречает администратор; с собой нужна копия паспорта или свидетельства о рождении.,low,document_verified,,2026-12-31,False,manager_review_required,False
